serial No,Korean,Math,English,Social Studies,Science,University,Tutoring Period,University_rank,chance of admit
156,73,62,67,60,80,Chungbuk National University,4,24,0.1899999999999999
383,67,82,94,91,70,Chungbuk National University,3,24,1.0
217,59,41,49,54,45,Chungbuk National University,2,24,0.11891503719097651
383,67,82,94,91,70,Chungbuk National University,3,24,1.0
217,73,63,60,74,64,Chungbuk National University,2,24,0.5900000000000001
119,90,92,89,89,97,Chungbuk National University,3,24,1.0
156,59,41,42,35,66,Chungbuk National University,4,24,0.0
156,73,62,67,60,80,Chungbuk National University,4,24,0.1899999999999999
217,73,63,60,74,64,Chungbuk National University,2,24,0.5900000000000001
216,63,90,99,64,78,Chungbuk National University,2,24,0.69
156,73,62,67,60,80,Chungbuk National University,4,24,0.1899999999999999
284,47,41,34,76,58,Chungbuk National University,3,24,0.44154311434719684
77,49,69,59,85,67,Chungbuk National University,3,24,0.5489152544883089
383,67,82,94,91,70,Chungbuk National University,3,24,1.0
33,61,39,47,54,72,Chungbuk National University,4,24,0.056571752165788136
128,74,62,67,70,74,Chungbuk National University,2,24,0.5900000000000001
77,65,76,56,75,55,Chungbuk National University,3,24,0.5949873351612422
216,63,90,99,64,78,Chungbuk National University,2,24,0.69
77,67,75,54,84,53,Chungbuk National University,3,24,0.5435781507273165
216,63,90,99,64,78,Chungbuk National University,2,24,0.69
77,53,71,51,69,53,Chungbuk National University,3,24,0.8110175512653495
217,59,36,33,59,50,Chungbuk National University,2,24,0.48117873716605886
33,76,64,69,83,85,Chungbuk National University,4,24,0.2899999999999999
33,53,48,45,67,57,Chungbuk National University,4,24,0.0
128,59,40,42,59,52,Chungbuk National University,2,24,0.42707746958144904
128,74,62,67,70,74,Chungbuk National University,2,24,0.5900000000000001
216,63,90,99,64,78,Chungbuk National University,2,24,0.69
216,63,90,99,64,78,Chungbuk National University,2,24,0.69
119,69,65,73,70,77,Chungbuk National University,3,24,0.6201787473821039
383,48,59,65,73,47,Chungbuk National University,3,24,0.6003554979681912
33,76,64,69,83,85,Chungbuk National University,4,24,0.2899999999999999
128,62,44,39,53,54,Chungbuk National University,2,24,0.27057780856847713
471,74,97,96,93,87,Chungbuk National University,1,24,0.54
33,54,48,43,72,57,Chungbuk National University,4,24,0.013044777967954002
156,73,62,67,60,80,Chungbuk National University,4,24,0.1899999999999999
119,72,69,63,66,76,Chungbuk National University,3,24,0.8285298074745696
329,85,73,83,83,63,Chungbuk National University,3,24,0.94
406,82,74,65,82,38,Chungbuk National University,1,24,0.4315503512552083
77,78,86,74,97,82,Chungbuk National University,3,24,1.0
33,76,64,69,83,85,Chungbuk National University,4,24,0.2899999999999999
156,62,36,57,39,62,Chungbuk National University,4,24,0.08911197746198447
329,66,63,56,61,46,Chungbuk National University,3,24,0.5707073323488505
33,76,64,69,83,85,Chungbuk National University,4,24,0.2899999999999999
471,74,97,96,93,87,Chungbuk National University,1,24,0.54
217,51,52,38,52,46,Chungbuk National University,2,24,0.3400232659362371
128,59,39,41,49,58,Chungbuk National University,2,24,0.3278736192655271
284,70,70,62,98,77,Chungbuk National University,3,24,0.94
156,73,62,67,60,80,Chungbuk National University,4,24,0.1899999999999999
33,76,64,69,83,85,Chungbuk National University,4,24,0.2899999999999999
216,63,90,99,64,78,Chungbuk National University,2,24,0.69
329,66,46,71,60,49,Chungbuk National University,3,24,0.7545039359922587
217,73,63,60,74,64,Chungbuk National University,2,24,0.5900000000000001
119,90,92,89,89,97,Chungbuk National University,3,24,1.0
284,70,70,62,98,77,Chungbuk National University,3,24,0.94
284,70,70,62,98,77,Chungbuk National University,3,24,0.94
33,59,42,40,62,63,Chungbuk National University,4,24,0.0
406,93,95,82,98,64,Chungbuk National University,1,24,0.54
77,78,86,74,97,82,Chungbuk National University,3,24,1.0
119,90,92,89,89,97,Chungbuk National University,3,24,1.0
128,74,62,67,70,74,Chungbuk National University,2,24,0.5900000000000001
406,93,95,82,98,64,Chungbuk National University,1,24,0.54
128,74,62,67,70,74,Chungbuk National University,2,24,0.5900000000000001
217,73,63,60,74,64,Chungbuk National University,2,24,0.5900000000000001
383,56,55,75,65,60,Chungbuk National University,3,24,0.505536512111869
284,46,56,43,70,60,Chungbuk National University,3,24,0.5925046073634558
216,45,75,86,46,59,Chungbuk National University,2,24,0.4823449716007787
33,76,64,69,83,85,Chungbuk National University,4,24,0.2899999999999999
216,63,90,99,64,78,Chungbuk National University,2,24,0.69
284,50,42,50,69,53,Chungbuk National University,3,24,0.8307561009768747
119,68,81,78,68,69,Chungbuk National University,3,24,0.7213057121370179
119,90,92,89,89,97,Chungbuk National University,3,24,1.0
284,59,59,49,79,54,Chungbuk National University,3,24,0.4921625922202636
284,70,70,62,98,77,Chungbuk National University,3,24,0.94
284,70,70,62,98,77,Chungbuk National University,3,24,0.94
128,50,40,52,42,61,Chungbuk National University,2,24,0.1627731408464691
329,85,73,83,83,63,Chungbuk National University,3,24,0.94
217,73,63,60,74,64,Chungbuk National University,2,24,0.5900000000000001
119,90,92,89,89,97,Chungbuk National University,3,24,1.0
77,78,86,74,97,82,Chungbuk National University,3,24,1.0
471,74,97,96,93,87,Chungbuk National University,1,24,0.54
217,46,40,47,47,47,Chungbuk National University,2,24,0.10954445878521502
284,70,70,62,98,77,Chungbuk National University,3,24,0.94
216,42,76,85,53,60,Chungbuk National University,2,24,0.5503781849379702
383,67,82,94,91,70,Chungbuk National University,3,24,1.0
119,90,92,89,89,97,Chungbuk National University,3,24,1.0
119,90,92,89,89,97,Chungbuk National University,3,24,1.0
216,63,90,99,64,78,Chungbuk National University,2,24,0.69
329,85,73,83,83,63,Chungbuk National University,3,24,0.94
284,70,70,62,98,77,Chungbuk National University,3,24,0.94
471,74,97,96,93,87,Chungbuk National University,1,24,0.54
128,74,62,67,70,74,Chungbuk National University,2,24,0.5900000000000001
128,74,62,67,70,74,Chungbuk National University,2,24,0.5900000000000001
383,67,82,94,91,70,Chungbuk National University,3,24,1.0
217,73,63,60,74,64,Chungbuk National University,2,24,0.5900000000000001
156,73,62,67,60,80,Chungbuk National University,4,24,0.1899999999999999
33,47,35,59,62,67,Chungbuk National University,4,24,0.09335442003862032
216,45,64,71,39,64,Chungbuk National University,2,24,0.23705103126849902
329,85,73,83,83,63,Chungbuk National University,3,24,0.94
128,47,43,49,49,64,Chungbuk National University,2,24,0.2712474410178436
383,45,53,82,75,41,Chungbuk National University,3,24,0.516678243835589
329,85,73,83,83,63,Chungbuk National University,3,24,0.94
383,39,57,80,71,54,Chungbuk National University,3,24,0.5891530592877986
77,78,86,74,97,82,Chungbuk National University,3,24,1.0
128,74,62,67,70,74,Chungbuk National University,2,24,0.5900000000000001
406,93,95,82,98,64,Chungbuk National University,1,24,0.54
77,78,86,74,97,82,Chungbuk National University,3,24,1.0
406,93,95,82,98,64,Chungbuk National University,1,24,0.54
77,68,72,60,81,63,Chungbuk National University,3,24,0.7911218254465769
406,67,69,71,72,40,Chungbuk National University,1,24,0.4122069515985919
329,85,73,83,83,63,Chungbuk National University,3,24,0.94
216,63,90,99,64,78,Chungbuk National University,2,24,0.69
217,73,63,60,74,64,Chungbuk National University,2,24,0.5900000000000001
156,73,62,67,60,80,Chungbuk National University,4,24,0.1899999999999999
471,45,81,69,83,76,Chungbuk National University,1,24,0.34696620495100666
329,58,52,69,69,51,Chungbuk National University,3,24,0.5079468464181952
284,70,70,62,98,77,Chungbuk National University,3,24,0.94
329,85,73,83,83,63,Chungbuk National University,3,24,0.94
383,67,82,94,91,70,Chungbuk National University,3,24,1.0
156,56,50,53,36,67,Chungbuk National University,4,24,0.005553602322179579
222,73,99,83,92,90,Chonnam National University,2,0,0.79
300,69,100,66,88,90,Chonnam National University,2,0,0.79
335,91,100,71,86,69,Chonnam National University,3,0,1.0
335,91,100,71,86,69,Chonnam National University,3,0,1.0
300,69,100,66,88,90,Chonnam National University,2,0,0.79
446,69,71,99,60,85,Chonnam National University,1,0,0.4399999999999999
222,73,99,83,92,90,Chonnam National University,2,0,0.79
222,73,99,83,92,90,Chonnam National University,2,0,0.79
52,51,36,45,71,73,Chonnam National University,1,0,0.0
385,64,92,60,90,78,Chonnam National University,4,0,0.2899999999999999
418,33,49,49,88,84,Chonnam National University,4,0,0.0
418,61,61,77,99,95,Chonnam National University,4,0,0.2899999999999999
72,73,42,43,79,46,Chonnam National University,4,0,0.0
385,64,92,60,90,78,Chonnam National University,4,0,0.2899999999999999
52,61,65,71,81,100,Chonnam National University,1,0,0.4399999999999999
463,93,75,61,68,89,Chonnam National University,4,0,0.2899999999999999
418,61,61,77,99,95,Chonnam National University,4,0,0.2899999999999999
72,89,66,61,97,66,Chonnam National University,4,0,0.2899999999999999
268,97,98,66,74,87,Chonnam National University,3,0,1.0
446,42,56,71,34,75,Chonnam National University,1,0,0.0
234,77,95,74,76,81,Chonnam National University,2,0,0.79
72,89,66,61,97,66,Chonnam National University,4,0,0.2899999999999999
300,54,89,41,73,65,Chonnam National University,2,0,0.5879439050908503
385,40,67,32,79,54,Chonnam National University,4,0,0.0
335,91,100,71,86,69,Chonnam National University,3,0,1.0
300,69,100,66,88,90,Chonnam National University,2,0,0.79
234,77,95,74,76,81,Chonnam National University,2,0,0.79
300,69,100,66,88,90,Chonnam National University,2,0,0.79
300,69,100,66,88,90,Chonnam National University,2,0,0.79
72,89,66,61,97,66,Chonnam National University,4,0,0.2899999999999999
385,64,92,60,90,78,Chonnam National University,4,0,0.2899999999999999
335,91,100,71,86,69,Chonnam National University,3,0,1.0
463,93,75,61,68,89,Chonnam National University,4,0,0.2899999999999999
268,97,98,66,74,87,Chonnam National University,3,0,1.0
52,61,65,71,81,100,Chonnam National University,1,0,0.4399999999999999
498,88,98,90,79,86,Chonnam National University,3,0,1.0
268,77,88,45,62,59,Chonnam National University,3,0,0.5285015338036014
268,97,98,66,74,87,Chonnam National University,3,0,1.0
72,68,52,32,73,39,Chonnam National University,4,0,0.15604125404645786
498,88,98,90,79,86,Chonnam National University,3,0,1.0
222,73,99,83,92,90,Chonnam National University,2,0,0.79
72,89,66,61,97,66,Chonnam National University,4,0,0.2899999999999999
335,65,88,52,76,58,Chonnam National University,3,0,0.7433888349667195
268,97,98,66,74,87,Chonnam National University,3,0,1.0
385,64,92,60,90,78,Chonnam National University,4,0,0.2899999999999999
446,69,71,99,60,85,Chonnam National University,1,0,0.4399999999999999
300,52,77,42,59,79,Chonnam National University,2,0,0.6338224831273324
72,89,66,61,97,66,Chonnam National University,4,0,0.2899999999999999
52,61,65,71,81,100,Chonnam National University,1,0,0.4399999999999999
234,77,95,74,76,81,Chonnam National University,2,0,0.79
418,61,61,77,99,95,Chonnam National University,4,0,0.2899999999999999
418,46,38,65,75,74,Chonnam National University,4,0,0.09538372386452379
234,77,95,74,76,81,Chonnam National University,2,0,0.79
463,93,75,61,68,89,Chonnam National University,4,0,0.2899999999999999
222,53,86,71,72,61,Chonnam National University,2,0,0.39692709901628953
52,61,65,71,81,100,Chonnam National University,1,0,0.4399999999999999
385,64,92,60,90,78,Chonnam National University,4,0,0.2899999999999999
418,61,61,77,99,95,Chonnam National University,4,0,0.2899999999999999
300,69,100,66,88,90,Chonnam National University,2,0,0.79
418,43,33,61,70,70,Chonnam National University,4,0,0.0
498,88,98,90,79,86,Chonnam National University,3,0,1.0
418,61,61,77,99,95,Chonnam National University,4,0,0.2899999999999999
335,77,87,54,68,59,Chonnam National University,3,0,0.781039349897049
268,85,85,47,56,72,Chonnam National University,3,0,0.6684845399285684
52,61,65,71,81,100,Chonnam National University,1,0,0.4399999999999999
385,37,76,43,62,51,Chonnam National University,4,0,0.0760035108635024
463,93,75,61,68,89,Chonnam National University,4,0,0.2899999999999999
300,69,100,66,88,90,Chonnam National University,2,0,0.79
268,83,79,47,55,69,Chonnam National University,3,0,0.7262409910880545
446,69,71,99,60,85,Chonnam National University,1,0,0.4399999999999999
234,77,95,74,76,81,Chonnam National University,2,0,0.79
300,69,100,66,88,90,Chonnam National University,2,0,0.79
300,69,100,66,88,90,Chonnam National University,2,0,0.79
268,97,98,66,74,87,Chonnam National University,3,0,1.0
335,91,100,71,86,69,Chonnam National University,3,0,1.0
335,74,75,61,61,52,Chonnam National University,3,0,0.6541035474964925
222,73,99,83,92,90,Chonnam National University,2,0,0.79
335,70,83,55,57,40,Chonnam National University,3,0,0.6237128959838251
385,54,63,44,72,54,Chonnam National University,4,0,0.055019580336414076
385,64,92,60,90,78,Chonnam National University,4,0,0.2899999999999999
463,93,75,61,68,89,Chonnam National University,4,0,0.2899999999999999
498,72,69,69,69,65,Chonnam National University,3,0,0.622759876030423
268,86,78,47,49,61,Chonnam National University,3,0,0.5481509406488176
72,73,44,42,80,56,Chonnam National University,4,0,0.0
446,69,71,99,60,85,Chonnam National University,1,0,0.4399999999999999
335,91,100,71,86,69,Chonnam National University,3,0,1.0
446,45,53,72,43,62,Chonnam National University,1,0,0.0
52,61,65,71,81,100,Chonnam National University,1,0,0.4399999999999999
268,97,98,66,74,87,Chonnam National University,3,0,1.0
222,44,89,64,72,68,Chonnam National University,2,0,0.6359131360127275
52,61,65,71,81,100,Chonnam National University,1,0,0.4399999999999999
446,69,71,99,60,85,Chonnam National University,1,0,0.4399999999999999
463,93,75,61,68,89,Chonnam National University,4,0,0.2899999999999999
222,46,76,60,71,79,Chonnam National University,2,0,0.5537335653191777
72,67,52,48,84,46,Chonnam National University,4,0,0.0
463,93,75,61,68,89,Chonnam National University,4,0,0.2899999999999999
72,89,66,61,97,66,Chonnam National University,4,0,0.2899999999999999
72,89,66,61,97,66,Chonnam National University,4,0,0.2899999999999999
335,91,100,71,86,69,Chonnam National University,3,0,1.0
300,69,100,66,88,90,Chonnam National University,2,0,0.79
52,61,65,71,81,100,Chonnam National University,1,0,0.4399999999999999
234,77,95,74,76,81,Chonnam National University,2,0,0.79
498,88,98,90,79,86,Chonnam National University,3,0,1.0
385,40,71,31,67,54,Chonnam National University,4,0,0.0
335,91,100,71,86,69,Chonnam National University,3,0,1.0
335,91,100,71,86,69,Chonnam National University,3,0,1.0
52,44,41,45,71,87,Chonnam National University,1,0,0.02453396906876576
72,69,54,42,81,55,Chonnam National University,4,0,0.0
72,89,66,61,97,66,Chonnam National University,4,0,0.2899999999999999
72,89,66,61,97,66,Chonnam National University,4,0,0.2899999999999999
234,77,95,74,76,81,Chonnam National University,2,0,0.79
268,86,84,44,49,67,Chonnam National University,3,0,0.6268081265072029
52,61,65,71,81,100,Chonnam National University,1,0,0.4399999999999999
268,73,73,40,47,73,Chonnam National University,3,0,0.5195581041998617
418,61,61,77,99,95,Chonnam National University,4,0,0.2899999999999999
222,73,99,83,92,90,Chonnam National University,2,0,0.79
498,88,98,90,79,86,Chonnam National University,3,0,1.0
385,50,68,39,61,66,Chonnam National University,4,0,0.07971077353800915
222,53,72,71,70,62,Chonnam National University,2,0,0.5384545159293771
446,69,71,99,60,85,Chonnam National University,1,0,0.4399999999999999
385,64,92,60,90,78,Chonnam National University,4,0,0.2899999999999999
268,97,98,66,74,87,Chonnam National University,3,0,1.0
300,47,85,56,71,71,Chonnam National University,2,0,0.57504683590173
498,88,98,90,79,86,Chonnam National University,3,0,1.0
498,66,82,63,65,76,Chonnam National University,3,0,0.7936509098785594
385,48,82,32,78,61,Chonnam National University,4,0,0.03311035118589106
498,88,98,90,79,86,Chonnam National University,3,0,1.0
234,77,95,74,76,81,Chonnam National University,2,0,0.79
463,70,47,38,55,62,Chonnam National University,4,0,0.0
268,97,98,66,74,87,Chonnam National University,3,0,1.0
498,88,98,90,79,86,Chonnam National University,3,0,1.0
463,93,75,61,68,89,Chonnam National University,4,0,0.2899999999999999
222,73,99,83,92,90,Chonnam National University,2,0,0.79
385,36,65,41,68,57,Chonnam National University,4,0,0.14721552906434843
446,59,58,89,38,69,Chonnam National University,1,0,0.2064230254529721
463,93,75,61,68,89,Chonnam National University,4,0,0.2899999999999999
72,75,47,36,84,39,Chonnam National University,4,0,0.13955171005705236
418,61,61,77,99,95,Chonnam National University,4,0,0.2899999999999999
498,72,84,67,64,74,Chonnam National University,3,0,0.7678019680171988
463,93,75,61,68,89,Chonnam National University,4,0,0.2899999999999999
222,50,87,65,78,76,Chonnam National University,2,0,0.49030472888688537
418,61,61,77,99,95,Chonnam National University,4,0,0.2899999999999999
498,62,86,67,62,59,Chonnam National University,3,0,0.7161927780005282
418,61,61,77,99,95,Chonnam National University,4,0,0.2899999999999999
385,64,92,60,90,78,Chonnam National University,4,0,0.2899999999999999
222,73,99,83,92,90,Chonnam National University,2,0,0.79
222,73,99,83,92,90,Chonnam National University,2,0,0.79
418,61,61,77,99,95,Chonnam National University,4,0,0.2899999999999999
446,69,71,99,60,85,Chonnam National University,1,0,0.4399999999999999
