serial No,Korean,Math,English,Inquiry 1,Inquiry 2,University,Tutoring Period,University_rank,chance of admit
42,4,5,4,8,8,Gyeongsang National University,4,32,0.2899999999999999
83,8,2,8,5,1,Gyeongsang National University,2,32,0.69
109,2,3,9,7,3,Gyeongsang National University,2,32,0.69
260,4,4,4,3,5,Gyeongsang National University,1,32,0.54
264,8,1,4,6,4,Gyeongsang National University,2,32,0.79
348,9,9,2,4,4,Gyeongsang National University,4,32,0.39
360,1,6,8,3,8,Gyeongsang National University,4,32,0.2899999999999999
414,1,8,5,1,7,Gyeongsang National University,2,32,0.69
488,8,4,7,3,9,Gyeongsang National University,4,32,0.2899999999999999
494,3,1,5,3,7,Gyeongsang National University,2,32,0.69
414,8,7,8,1,9,Gyeongsang National University,2,32,0.2416819804259619
83,8,2,4,7,8,Gyeongsang National University,2,32,0.2329528803889194
488,9,5,8,7,1,Gyeongsang National University,4,32,0.0188021969736709
260,4,1,4,6,4,Gyeongsang National University,1,32,0.2866562789693169
260,7,9,3,1,7,Gyeongsang National University,1,32,0.2619144269897837
83,8,5,2,2,7,Gyeongsang National University,2,32,0.5293892576609995
109,8,7,9,5,4,Gyeongsang National University,2,32,0.4336000728843259
109,7,2,9,7,5,Gyeongsang National University,2,32,0.434381011311221
494,1,4,2,6,7,Gyeongsang National University,2,32,0.5564402570944849
414,8,2,8,4,1,Gyeongsang National University,2,32,0.4972372181612267
42,1,4,8,4,3,Gyeongsang National University,4,32,0.0
348,8,9,2,1,3,Gyeongsang National University,4,32,0.1450442790644854
414,3,5,8,5,4,Gyeongsang National University,2,32,0.327666250609075
414,9,4,6,1,3,Gyeongsang National University,2,32,0.3525834820340474
42,3,3,8,4,5,Gyeongsang National University,4,32,0.076471885090348
260,2,9,1,2,9,Gyeongsang National University,1,32,0.4208855188093316
360,4,7,8,4,2,Gyeongsang National University,4,32,0.0734570361762906
264,8,3,9,9,4,Gyeongsang National University,2,32,0.4395546058256225
109,5,9,5,1,9,Gyeongsang National University,2,32,0.2759346906049212
488,1,9,9,2,5,Gyeongsang National University,4,32,0.1415896810566203
260,7,1,6,2,9,Gyeongsang National University,1,32,0.1574236828472944
414,4,6,9,4,5,Gyeongsang National University,2,32,0.2709053678634503
42,6,8,8,5,2,Gyeongsang National University,4,32,0.0
360,8,9,6,1,8,Gyeongsang National University,4,32,0.0
360,9,5,1,4,3,Gyeongsang National University,4,32,0.0
264,1,7,1,7,3,Gyeongsang National University,2,32,0.5834454156892275
260,9,2,5,4,6,Gyeongsang National University,1,32,0.3374170442529198
83,8,7,9,6,5,Gyeongsang National University,2,32,0.1938521731939476
494,1,5,2,9,6,Gyeongsang National University,2,32,0.2720958178409518
488,2,5,1,4,8,Gyeongsang National University,4,32,0.0828174322960781
83,1,3,5,1,2,Gyeongsang National University,2,32,0.2011216202427125
494,1,1,3,8,1,Gyeongsang National University,2,32,0.2445216279868705
348,8,8,1,8,3,Gyeongsang National University,4,32,0.1106360773042898
109,6,1,2,2,9,Gyeongsang National University,2,32,0.3945807958740908
360,2,8,1,2,1,Gyeongsang National University,4,32,0.1508227057413911
414,6,7,1,4,4,Gyeongsang National University,2,32,0.2894355887146635
83,2,2,2,6,4,Gyeongsang National University,2,32,0.555172791126813
360,5,5,9,4,1,Gyeongsang National University,4,32,0.0
414,1,1,5,4,5,Gyeongsang National University,2,32,0.3121763116150438
109,4,3,6,9,6,Gyeongsang National University,2,32,0.2120595153238218
83,3,2,3,6,8,Gyeongsang National University,2,32,0.5828837977338441
260,5,3,8,1,1,Gyeongsang National University,1,32,0.0690308725281796
109,8,9,2,2,8,Gyeongsang National University,2,32,0.244573244695591
414,4,3,4,2,3,Gyeongsang National University,2,32,0.2727341315426737
42,2,4,2,6,1,Gyeongsang National University,4,32,0.0247315429190784
264,8,3,9,6,4,Gyeongsang National University,2,32,0.3418059082028846
264,9,3,9,8,2,Gyeongsang National University,2,32,0.4407560110081218
109,6,8,1,4,3,Gyeongsang National University,2,32,0.4742424524141273
494,1,7,9,2,3,Gyeongsang National University,2,32,0.5248417256852889
414,5,2,9,7,1,Gyeongsang National University,2,32,0.2732513414346904
83,5,3,6,8,3,Gyeongsang National University,2,32,0.3444569374738219
348,2,8,3,8,5,Gyeongsang National University,4,32,0.1112623068894496
494,8,6,2,6,2,Gyeongsang National University,2,32,0.3230550972183893
488,7,4,1,4,5,Gyeongsang National University,4,32,0.0868826298993784
260,8,7,4,9,4,Gyeongsang National University,1,32,0.3780429638334743
83,9,6,5,1,4,Gyeongsang National University,2,32,0.2075198923045574
42,6,9,5,2,4,Gyeongsang National University,4,32,0.0
494,1,8,7,7,9,Gyeongsang National University,2,32,0.2025833249474468
264,9,4,6,1,5,Gyeongsang National University,2,32,0.4930479652447435
360,4,3,6,8,1,Gyeongsang National University,4,32,0.1018625883830762
348,8,7,3,7,3,Gyeongsang National University,4,32,0.1244457862385626
494,7,9,3,4,9,Gyeongsang National University,2,32,0.2871488995986228
19,9,8,5,3,5,Seoul Women’s University,4,0,0.39
90,8,1,1,8,1,Seoul Women’s University,3,0,0.94
206,9,7,6,2,1,Seoul Women’s University,3,0,0.94
239,4,8,4,4,6,Seoul Women’s University,1,0,0.4399999999999999
261,5,6,2,6,1,Seoul Women’s University,2,0,0.69
272,3,1,2,4,8,Seoul Women’s University,2,0,0.69
285,6,6,5,2,1,Seoul Women’s University,4,0,0.2899999999999999
311,3,7,4,8,3,Seoul Women’s University,1,0,0.4399999999999999
324,3,5,8,6,8,Seoul Women’s University,1,0,0.54
351,5,2,6,4,3,Seoul Women’s University,1,0,0.4399999999999999
374,3,7,2,6,5,Seoul Women’s University,1,0,0.54
19,8,7,8,1,3,Seoul Women’s University,4,0,0.39
90,5,4,6,4,7,Seoul Women’s University,3,0,0.94
206,7,7,2,1,6,Seoul Women’s University,3,0,0.94
239,3,4,9,2,1,Seoul Women’s University,1,0,0.4399999999999999
261,7,5,4,1,5,Seoul Women’s University,2,0,0.69
272,9,3,3,7,4,Seoul Women’s University,2,0,0.69
285,7,6,7,6,5,Seoul Women’s University,4,0,0.2899999999999999
311,9,9,2,9,8,Seoul Women’s University,1,0,0.4399999999999999
324,1,6,2,6,7,Seoul Women’s University,1,0,0.54
351,4,2,7,9,9,Seoul Women’s University,1,0,0.4399999999999999
374,2,9,1,6,5,Seoul Women’s University,1,0,0.54
19,1,6,6,5,8,Seoul Women’s University,4,0,0.39
90,4,6,8,7,6,Seoul Women’s University,3,0,0.94
206,4,2,7,5,6,Seoul Women’s University,3,0,0.94
239,6,4,6,3,6,Seoul Women’s University,1,0,0.4399999999999999
261,1,9,8,2,4,Seoul Women’s University,2,0,0.69
272,5,2,7,7,8,Seoul Women’s University,2,0,0.69
285,6,8,6,4,8,Seoul Women’s University,4,0,0.2899999999999999
311,9,2,2,8,7,Seoul Women’s University,1,0,0.4399999999999999
324,5,9,2,1,7,Seoul Women’s University,1,0,0.54
351,8,4,6,2,7,Seoul Women’s University,1,0,0.4399999999999999
374,4,7,2,3,4,Seoul Women’s University,1,0,0.54
19,9,5,9,6,4,Seoul Women’s University,4,0,0.39
90,9,9,8,6,8,Seoul Women’s University,3,0,0.94
206,9,9,3,3,1,Seoul Women’s University,3,0,0.94
239,9,7,2,8,2,Seoul Women’s University,1,0,0.4399999999999999
261,9,5,9,3,6,Seoul Women’s University,2,0,0.69
272,6,9,8,3,1,Seoul Women’s University,2,0,0.69
285,7,2,7,9,8,Seoul Women’s University,4,0,0.2899999999999999
311,5,6,7,4,5,Seoul Women’s University,1,0,0.4399999999999999
324,2,2,5,1,9,Seoul Women’s University,1,0,0.54
351,2,2,1,5,5,Seoul Women’s University,1,0,0.4399999999999999
374,6,8,2,6,1,Seoul Women’s University,1,0,0.54
19,2,8,6,9,6,Seoul Women’s University,4,0,0.39
90,5,4,2,5,3,Seoul Women’s University,3,0,0.94
206,3,1,8,4,9,Seoul Women’s University,3,0,0.94
239,4,1,7,6,1,Seoul Women’s University,1,0,0.4399999999999999
261,9,2,4,9,1,Seoul Women’s University,2,0,0.69
272,1,1,6,8,9,Seoul Women’s University,2,0,0.69
285,4,3,1,5,5,Seoul Women’s University,4,0,0.2899999999999999
311,7,4,8,6,9,Seoul Women’s University,1,0,0.4399999999999999
324,5,8,2,6,9,Seoul Women’s University,1,0,0.54
351,7,7,9,3,5,Seoul Women’s University,1,0,0.4399999999999999
374,2,8,6,1,3,Seoul Women’s University,1,0,0.54
19,9,9,7,8,6,Seoul Women’s University,4,0,0.39
90,2,9,7,4,4,Seoul Women’s University,3,0,0.94
206,8,7,5,8,6,Seoul Women’s University,3,0,0.94
239,8,9,2,7,2,Seoul Women’s University,1,0,0.4399999999999999
261,8,9,8,7,4,Seoul Women’s University,2,0,0.69
272,4,7,1,2,9,Seoul Women’s University,2,0,0.69
285,1,5,6,9,7,Seoul Women’s University,4,0,0.2899999999999999
311,2,5,4,1,6,Seoul Women’s University,1,0,0.4399999999999999
324,1,9,4,1,2,Seoul Women’s University,1,0,0.54
351,3,4,5,9,9,Seoul Women’s University,1,0,0.4399999999999999
374,5,4,9,5,9,Seoul Women’s University,1,0,0.54
19,6,1,7,2,2,Seoul Women’s University,4,0,0.39
90,2,6,1,9,9,Seoul Women’s University,3,0,0.94
206,8,6,4,6,4,Seoul Women’s University,3,0,0.94
239,8,9,3,6,2,Seoul Women’s University,1,0,0.4399999999999999
261,7,3,4,4,2,Seoul Women’s University,2,0,0.69
272,2,6,5,7,6,Seoul Women’s University,2,0,0.69
285,1,1,8,8,1,Seoul Women’s University,4,0,0.2899999999999999
311,6,3,3,5,7,Seoul Women’s University,1,0,0.4399999999999999
324,2,1,6,9,4,Seoul Women’s University,1,0,0.54
351,1,4,5,9,9,Seoul Women’s University,1,0,0.4399999999999999
374,3,4,4,7,4,Seoul Women’s University,1,0,0.54
19,3,6,4,7,8,Seoul Women’s University,4,0,0.39
90,9,6,1,1,8,Seoul Women’s University,3,0,0.94
206,4,8,9,5,1,Seoul Women’s University,3,0,0.94
239,9,6,2,6,2,Seoul Women’s University,1,0,0.4399999999999999
261,7,9,2,2,2,Seoul Women’s University,2,0,0.69
272,4,1,6,2,3,Seoul Women’s University,2,0,0.69
285,4,7,4,2,2,Seoul Women’s University,4,0,0.2899999999999999
311,9,3,3,6,9,Seoul Women’s University,1,0,0.4399999999999999
324,7,1,3,7,8,Seoul Women’s University,1,0,0.54
351,1,1,5,2,7,Seoul Women’s University,1,0,0.4399999999999999
374,8,1,1,5,6,Seoul Women’s University,1,0,0.54
19,6,7,2,7,5,Seoul Women’s University,4,0,0.39
90,3,9,2,7,4,Seoul Women’s University,3,0,0.94
206,3,7,1,9,4,Seoul Women’s University,3,0,0.94
239,3,4,7,7,5,Seoul Women’s University,1,0,0.4399999999999999
261,5,9,8,1,2,Seoul Women’s University,2,0,0.69
272,2,2,5,3,5,Seoul Women’s University,2,0,0.69
285,2,8,6,9,9,Seoul Women’s University,4,0,0.2899999999999999
311,5,8,1,8,4,Seoul Women’s University,1,0,0.4399999999999999
324,6,9,7,1,1,Seoul Women’s University,1,0,0.54
351,3,8,4,2,4,Seoul Women’s University,1,0,0.4399999999999999
374,1,4,3,5,2,Seoul Women’s University,1,0,0.54
19,4,1,5,8,1,Seoul Women’s University,4,0,0.39
90,7,9,7,9,5,Seoul Women’s University,3,0,0.94
206,8,2,1,7,8,Seoul Women’s University,3,0,0.94
239,6,9,6,9,1,Seoul Women’s University,1,0,0.4399999999999999
261,4,8,7,3,8,Seoul Women’s University,2,0,0.69
272,2,9,6,7,1,Seoul Women’s University,2,0,0.69
285,6,6,2,4,1,Seoul Women’s University,4,0,0.2899999999999999
311,5,9,4,9,3,Seoul Women’s University,1,0,0.4399999999999999
324,4,6,2,9,9,Seoul Women’s University,1,0,0.54
351,8,3,3,9,1,Seoul Women’s University,1,0,0.4399999999999999
374,5,2,3,7,1,Seoul Women’s University,1,0,0.54
239,6,4,7,4,6,Seoul Women’s University,1,0,0.2315901958607812
272,2,4,3,1,3,Seoul Women’s University,2,0,0.3512475054487928
351,5,8,5,7,2,Seoul Women’s University,1,0,0.2770028045384667
374,5,1,6,1,4,Seoul Women’s University,1,0,0.3697771130439874
90,9,4,1,8,4,Seoul Women’s University,3,0,0.5299586925805848
90,2,8,5,1,7,Seoul Women’s University,3,0,0.5239779935598762
239,5,3,9,1,8,Seoul Women’s University,1,0,0.0802584223406303
272,2,5,3,6,9,Seoul Women’s University,2,0,0.3238327278940061
90,8,4,9,8,1,Seoul Women’s University,3,0,0.635605028895496
285,3,1,1,5,2,Seoul Women’s University,4,0,0.1709712315146634
19,9,3,4,2,8,Seoul Women’s University,4,0,0.0995758492500477
374,4,8,8,4,5,Seoul Women’s University,1,0,0.0549028433257688
311,6,7,5,8,6,Seoul Women’s University,1,0,0.1860333678785692
351,6,7,4,3,8,Seoul Women’s University,1,0,0.3195346502926508
272,1,9,5,2,7,Seoul Women’s University,2,0,0.3467868252571179
90,9,6,7,6,7,Seoul Women’s University,3,0,0.4915303197663621
374,7,1,7,3,8,Seoul Women’s University,1,0,0.1248739909277101
285,6,3,5,5,5,Seoul Women’s University,4,0,0.0
272,1,3,8,1,2,Seoul Women’s University,2,0,0.2289685616778837
272,3,4,5,4,7,Seoul Women’s University,2,0,0.1999838493677167
311,3,8,9,1,5,Seoul Women’s University,1,0,0.0
324,2,4,1,3,9,Seoul Women’s University,1,0,0.1023366661035695
239,9,9,6,1,1,Seoul Women’s University,1,0,0.2779767577727082
351,8,3,8,2,5,Seoul Women’s University,1,0,0.2153785571958605
324,4,8,8,4,7,Seoul Women’s University,1,0,0.3507059145260474
261,6,5,6,6,4,Seoul Women’s University,2,0,0.2360559025329119
272,6,3,5,9,7,Seoul Women’s University,2,0,0.4745248350968148
272,9,8,4,8,6,Seoul Women’s University,2,0,0.3875543512862631
285,5,4,8,5,7,Seoul Women’s University,4,0,0.0
374,5,9,5,8,6,Seoul Women’s University,1,0,0.2993106147463801
311,5,6,4,1,3,Seoul Women’s University,1,0,0.1364286147458041
311,2,4,1,2,8,Seoul Women’s University,1,0,0.0512543744687783
19,4,3,4,6,9,Seoul Women’s University,4,0,0.2184412010749455
239,3,6,5,6,6,Seoul Women’s University,1,0,0.0915300851710848
272,5,3,8,9,5,Seoul Women’s University,2,0,0.5838715216825171
206,3,6,5,5,9,Seoul Women’s University,3,0,0.7294198819872566
206,3,4,8,2,4,Seoul Women’s University,3,0,0.4570294794475484
324,8,2,6,5,8,Seoul Women’s University,1,0,0.165372563225715
272,4,4,7,3,7,Seoul Women’s University,2,0,0.3437750393036436
90,2,9,2,7,1,Seoul Women’s University,3,0,0.4679062942561552
374,8,8,3,8,8,Seoul Women’s University,1,0,0.3890602801269714
285,5,4,5,3,7,Seoul Women’s University,4,0,0.1397356102152317
261,7,6,4,9,8,Seoul Women’s University,2,0,0.2984779576253876
351,6,4,9,2,3,Seoul Women’s University,1,0,0.2079717353500691
239,3,2,9,3,1,Seoul Women’s University,1,0,0.1758453961102831
324,1,4,3,5,3,Seoul Women’s University,1,0,0.1062316273664842
19,5,3,7,4,8,Seoul Women’s University,4,0,0.0169161620172979
285,8,1,2,3,6,Seoul Women’s University,4,0,0.0852609968658708
374,6,1,5,8,1,Seoul Women’s University,1,0,0.3946704056584651
272,4,6,7,9,5,Seoul Women’s University,2,0,0.4349164195139623
374,4,7,6,2,2,Seoul Women’s University,1,0,0.0948879208281713
90,8,8,6,7,5,Seoul Women’s University,3,0,0.7882238913073311
155,5,2,8,5,8,Hongik University,1,30,0.54
159,7,8,8,1,6,Hongik University,1,30,0.4399999999999999
196,9,5,5,8,3,Hongik University,1,30,0.4399999999999999
218,9,4,6,7,9,Hongik University,1,30,0.54
225,4,1,8,3,6,Hongik University,4,30,0.2899999999999999
266,2,9,1,2,9,Hongik University,3,30,1.0
325,9,8,8,7,6,Hongik University,4,30,0.2899999999999999
370,1,4,4,3,4,Hongik University,3,30,0.8400000000000001
392,8,5,2,9,5,Hongik University,4,30,0.39
455,7,9,2,2,9,Hongik University,3,30,1.0
465,5,3,3,5,9,Hongik University,1,30,0.3399999999999999
155,1,5,8,5,9,Hongik University,1,30,0.54
159,7,4,2,6,6,Hongik University,1,30,0.4399999999999999
196,9,4,8,6,4,Hongik University,1,30,0.4399999999999999
218,8,5,1,2,1,Hongik University,1,30,0.54
225,9,5,6,8,3,Hongik University,4,30,0.2899999999999999
266,6,7,6,9,4,Hongik University,3,30,1.0
325,6,1,5,7,5,Hongik University,4,30,0.2899999999999999
370,3,2,2,2,8,Hongik University,3,30,0.8400000000000001
392,6,6,2,4,3,Hongik University,4,30,0.39
455,2,4,3,3,2,Hongik University,3,30,1.0
465,8,4,1,1,6,Hongik University,1,30,0.3399999999999999
155,8,5,1,2,9,Hongik University,1,30,0.54
159,5,5,7,2,5,Hongik University,1,30,0.4399999999999999
196,9,7,3,9,7,Hongik University,1,30,0.4399999999999999
218,4,8,8,9,8,Hongik University,1,30,0.54
225,5,4,1,1,4,Hongik University,4,30,0.2899999999999999
266,7,2,1,9,3,Hongik University,3,30,1.0
325,2,2,5,6,3,Hongik University,4,30,0.2899999999999999
370,4,1,9,7,8,Hongik University,3,30,0.8400000000000001
392,7,8,4,4,3,Hongik University,4,30,0.39
455,5,1,8,3,7,Hongik University,3,30,1.0
465,6,1,9,7,2,Hongik University,1,30,0.3399999999999999
155,5,2,6,7,3,Hongik University,1,30,0.54
159,1,8,8,9,9,Hongik University,1,30,0.4399999999999999
196,9,6,5,6,7,Hongik University,1,30,0.4399999999999999
218,5,1,1,3,3,Hongik University,1,30,0.54
225,1,1,8,5,5,Hongik University,4,30,0.2899999999999999
266,8,7,1,4,4,Hongik University,3,30,1.0
325,8,7,4,4,3,Hongik University,4,30,0.2899999999999999
370,6,7,7,1,1,Hongik University,3,30,0.8400000000000001
392,6,1,3,5,6,Hongik University,4,30,0.39
455,2,7,5,4,7,Hongik University,3,30,1.0
465,9,9,1,7,4,Hongik University,1,30,0.3399999999999999
155,3,4,6,4,8,Hongik University,1,30,0.54
159,6,2,5,1,1,Hongik University,1,30,0.4399999999999999
196,5,8,5,5,3,Hongik University,1,30,0.4399999999999999
218,2,6,2,5,8,Hongik University,1,30,0.54
225,8,3,7,1,4,Hongik University,4,30,0.2899999999999999
266,4,7,6,1,4,Hongik University,3,30,1.0
325,1,3,7,9,3,Hongik University,4,30,0.2899999999999999
370,9,1,5,9,9,Hongik University,3,30,0.8400000000000001
392,4,2,6,8,2,Hongik University,4,30,0.39
455,9,6,1,7,9,Hongik University,3,30,1.0
465,8,1,5,8,6,Hongik University,1,30,0.3399999999999999
155,1,2,5,7,3,Hongik University,1,30,0.54
159,7,3,3,7,8,Hongik University,1,30,0.4399999999999999
196,4,6,7,3,3,Hongik University,1,30,0.4399999999999999
218,6,3,9,5,1,Hongik University,1,30,0.54
225,8,7,2,3,9,Hongik University,4,30,0.2899999999999999
266,5,5,5,1,9,Hongik University,3,30,1.0
325,5,6,1,1,4,Hongik University,4,30,0.2899999999999999
370,1,3,7,8,2,Hongik University,3,30,0.8400000000000001
392,4,8,6,4,3,Hongik University,4,30,0.39
455,5,2,5,7,1,Hongik University,3,30,1.0
465,9,4,3,1,7,Hongik University,1,30,0.3399999999999999
155,7,7,8,8,6,Hongik University,1,30,0.54
159,1,3,8,5,8,Hongik University,1,30,0.4399999999999999
196,2,8,2,7,9,Hongik University,1,30,0.4399999999999999
218,1,2,3,4,4,Hongik University,1,30,0.54
225,5,6,8,2,5,Hongik University,4,30,0.2899999999999999
266,7,9,1,5,9,Hongik University,3,30,1.0
325,6,1,1,2,8,Hongik University,4,30,0.2899999999999999
370,7,8,7,9,4,Hongik University,3,30,0.8400000000000001
392,3,7,3,1,4,Hongik University,4,30,0.39
455,6,6,8,1,5,Hongik University,3,30,1.0
465,7,7,3,6,2,Hongik University,1,30,0.3399999999999999
155,8,3,1,8,5,Hongik University,1,30,0.54
159,9,9,6,8,3,Hongik University,1,30,0.4399999999999999
196,5,2,9,2,6,Hongik University,1,30,0.4399999999999999
218,2,1,9,6,7,Hongik University,1,30,0.54
225,2,7,2,2,2,Hongik University,4,30,0.2899999999999999
266,6,5,2,5,1,Hongik University,3,30,1.0
325,9,3,5,4,3,Hongik University,4,30,0.2899999999999999
370,5,4,3,3,2,Hongik University,3,30,0.8400000000000001
392,9,6,5,2,2,Hongik University,4,30,0.39
455,5,2,2,3,6,Hongik University,3,30,1.0
465,5,8,1,1,2,Hongik University,1,30,0.3399999999999999
155,5,1,9,9,4,Hongik University,1,30,0.54
159,1,9,4,2,6,Hongik University,1,30,0.4399999999999999
196,2,5,5,1,3,Hongik University,1,30,0.4399999999999999
218,5,1,6,9,9,Hongik University,1,30,0.54
225,3,6,5,1,3,Hongik University,4,30,0.2899999999999999
266,6,8,9,2,4,Hongik University,3,30,1.0
325,6,3,9,2,2,Hongik University,4,30,0.2899999999999999
370,8,4,9,6,1,Hongik University,3,30,0.8400000000000001
392,2,7,6,9,6,Hongik University,4,30,0.39
455,7,5,2,1,8,Hongik University,3,30,1.0
465,6,1,1,6,7,Hongik University,1,30,0.3399999999999999
155,8,8,2,8,5,Hongik University,1,30,0.54
159,5,8,4,6,4,Hongik University,1,30,0.4399999999999999
196,6,4,3,7,7,Hongik University,1,30,0.4399999999999999
218,2,1,4,4,3,Hongik University,1,30,0.54
225,2,4,4,3,6,Hongik University,4,30,0.2899999999999999
266,4,2,4,7,7,Hongik University,3,30,1.0
325,2,5,2,5,1,Hongik University,4,30,0.2899999999999999
370,2,9,2,6,5,Hongik University,3,30,0.8400000000000001
392,9,7,5,6,1,Hongik University,4,30,0.39
455,3,1,5,8,1,Hongik University,3,30,1.0
465,5,9,8,1,5,Hongik University,1,30,0.3399999999999999
225,1,9,2,2,3,Hongik University,4,30,0.1854776271102217
266,4,5,6,8,7,Hongik University,3,30,0.7899233872400006
325,9,3,6,6,9,Hongik University,4,30,0.0
392,7,3,1,6,3,Hongik University,4,30,0.1181628169737009
465,9,3,3,3,8,Hongik University,1,30,0.233592613292637
218,8,8,1,1,6,Hongik University,1,30,0.3915885850151303
325,4,6,8,7,1,Hongik University,4,30,0.015641816977859
325,3,3,8,2,3,Hongik University,4,30,0.0
392,7,8,8,4,5,Hongik University,4,30,0.0
196,8,7,3,2,4,Hongik University,1,30,0.2212332217971611
455,1,6,3,9,7,Hongik University,3,30,0.5576776509336753
455,5,9,1,7,6,Hongik University,3,30,0.5792362045992678
159,8,1,9,4,3,Hongik University,1,30,0.0
455,1,5,1,9,9,Hongik University,3,30,0.8014381914771327
155,9,6,6,5,1,Hongik University,1,30,0.2754356270276516
392,5,8,4,7,8,Hongik University,4,30,0.0566201620911802
455,5,8,9,5,5,Hongik University,3,30,0.5004431267330444
218,1,4,3,7,9,Hongik University,1,30,0.2008148394241052
392,6,5,8,3,9,Hongik University,4,30,0.0
392,8,1,4,3,6,Hongik University,4,30,0.122454829394666
225,9,5,5,1,3,Hongik University,4,30,0.0
225,7,5,4,7,3,Hongik University,4,30,0.0114320999588917
465,4,6,2,1,8,Hongik University,1,30,0.0174697659928398
455,9,8,5,9,1,Hongik University,3,30,0.7890513118238001
